,GPStime,peakFreq,snr,amplitude,centralFreq,duration,bandwidth,chisq,chisqDof,confidence,id,ifo,label,imgUrl,Q-value
105039,1253475323,17.336,9.496,5.97e-21,1928.011,1.0,3824.02124,0,0,0.998,mRPCxpQVCu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/e1AiGXNlJU/mRPCxpQVCu.png,45.255
105041,1241477382,28.77,13.049,7.230000000000001e-22,32.829,1.25,26.149771,0,0,0.998,XqyclnYy2f,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nq3LseqDYd/XqyclnYy2f.png,22.627
105043,1252206203,31.814,9.476,3.75e-22,2638.623,0.75,5228.466309,0,0,0.998,jX5BQuiCy5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/h3XA1DENRM/jX5BQuiCy5.png,22.627
105049,1238382290,19.896,10.746,3.2400000000000004e-21,2563.995,1.813,5095.989258,0,0,0.998,bOkULvQ3Sw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/bOkULvQ3Sw.png,45.255
105055,1243887180,26.116,8.623,7.6300000000000005e-22,28.467,1.25,17.42524,0,0,0.998,qsfz9JFDrK,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4lNDsMxaiw/qsfz9JFDrK.png,11.314
105064,1253781669,32.966,8.734,8.8e-22,32.94,1.25,3.31044,0,0,0.998,6kNN2Hx5Ic,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pKTCff8Iwr/6kNN2Hx5Ic.png,45.255
105070,1249688646,23.054,7.848,7.59e-22,3429.515,1.25,6819.520996,0,0,0.998,X2dK4itaqD,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nmdF4ti3Ba/X2dK4itaqD.png,45.255
105078,1252509727,22.804,8.154,1.1e-21,3029.481,1.5,6015.691895,0,0,0.998,MAJ6FJBx0v,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BccVE2AuW5/MAJ6FJBx0v.png,45.255
105086,1238460119,26.017,12.015,1.5300000000000002e-21,26.14,1.5,12.77182,0,0,0.998,G66cos0zcW,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/G66cos0zcW.png,45.255
105087,1238460119,26.017,12.015,1.5300000000000002e-21,26.14,1.5,12.77182,0,0,0.998,4g4ZpAODmm,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/4g4ZpAODmm.png,45.255
105103,1240425715,22.247,8.443,1.38e-21,21.442,1.25,6.86792,0,0,0.998,omqAhEWKMB,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/zUa77IfIlN/omqAhEWKMB.png,45.255
105131,1253916780,23.527,9.957,1.1500000000000002e-21,3983.241,2.0,7934.48291,0,0,0.998,gDAyFlQZpN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BhndpTtdkJ/gDAyFlQZpN.png,22.627
105155,1251784674,27.821,8.921,5.73e-22,28.467,0.75,17.42524,0,0,0.998,YgkxO5K0Js,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/KYFScnDj3f/YgkxO5K0Js.png,22.627
105165,1253237123,33.279,7.823,7.76e-22,3417.344,2.576,6769.983398,0,0,0.998,uPCkAaiJTu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/o0foksNrOG/uPCkAaiJTu.png,45.255
105169,1240457772,32.899,7.646,2.7e-22,2964.093,2.25,5896.186035,0,0,0.998,tZinISTVZN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/bEH4JDo6KR/tZinISTVZN.png,45.255
105187,1238414559,19.237,23.412,2.82e-20,3026.664,7.75,6021.327148,0,0,0.998,kL9yRJYzGF,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/kL9yRJYzGF.png,45.255
105204,1241473261,38.903,11.519,2.58e-22,32.854,1.813,27.04464,0,0,0.998,842GBoMmlH,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nq3LseqDYd/842GBoMmlH.png,22.627
105207,1252274702,43.771,7.668,1.26e-22,3616.142,1.5,7197.301758,0,0,0.998,prPiwSYwEg,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hViAM2FRMM/prPiwSYwEg.png,45.255
105208,1240462140,19.056,10.725,3.78e-21,3464.271,2.75,6896.541992,0,0,0.998,dEQyyabFZs,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/bEH4JDo6KR/dEQyyabFZs.png,45.255
105223,1253177304,28.77,13.278,7.86e-22,1717.344,3.0,3402.687988,0,0,0.998,fqeB6yBNnX,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/AjPaEIwx9L/fqeB6yBNnX.png,45.255
105240,1251759727,22.001,9.64,1.41e-21,30.952,1.25,29.904301,0,0,0.998,S6Jhvs9dGp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/CO42gDKzhy/S6Jhvs9dGp.png,22.627
105243,1240400813,22.751,8.923,1.4800000000000002e-21,3350.311,1.25,6668.622559,0,0,0.998,eCbc9DsMwH,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pknIKCXbHt/eCbc9DsMwH.png,22.627
105280,1252016944,27.821,14.541,1.4200000000000002e-21,3945.854,1.064,7859.70752,0,0,0.998,9W6WwNzQI9,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/9W6WwNzQI9.png,22.627
105281,1244230863,27.55,9.048,6.94e-22,3009.649,2.0,5973.672852,0,0,0.998,dxogQcCMZv,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3hxFJZsALy/dxogQcCMZv.png,45.255
105315,1241446503,32.899,7.731,2.26e-22,26.59,1.25,21.17977,0,0,0.998,rhF5hXG91k,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3Aol1iwVD3/rhF5hXG91k.png,45.255
105343,1241390382,27.821,12.13,8.6e-22,1083.906,1.25,2128.30249,0,0,0.998,uKgdSZyCNB,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/rYJVbXSfiL/uKgdSZyCNB.png,22.627
105350,1238461565,27.821,9.981,1.1200000000000002e-21,28.467,0.75,17.42524,0,0,0.998,yMBx0woejF,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/yMBx0woejF.png,22.627
105351,1238461565,27.821,9.981,1.1200000000000002e-21,28.467,0.75,17.42524,0,0,0.998,UX20YJC4Zd,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/UX20YJC4Zd.png,22.627
105355,1248728815,23.89,7.622,1.86e-21,34.139,1.313,23.531071,0,0,0.998,UmlmDjeMqN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/jD4RPSyNZL/UmlmDjeMqN.png,45.255
105361,1238468680,26.904,9.718,1.16e-21,2634.428,1.5,5236.856445,0,0,0.998,WP0TYlGNY1,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/WP0TYlGNY1.png,22.627
105362,1238468680,26.904,9.718,1.16e-21,2634.428,1.5,5236.856445,0,0,0.998,cRSpzryNqD,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/cRSpzryNqD.png,22.627
105400,1250717463,22.751,11.573,1.19e-21,3240.109,2.0,6448.21875,0,0,0.998,emOyZhuR5V,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/zSbuazm4NV/emOyZhuR5V.png,22.627
105414,1241668209,27.821,12.0,1.02e-21,28.467,1.5,17.42524,0,0,0.998,1AiiXp7GyV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Snd0N820JO/1AiiXp7GyV.png,45.255
105441,1249440627,22.804,8.444,1.04e-21,22.78,1.5,2.28937,0,0,0.998,c0MQSbli3s,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/WBR72Gcavc/c0MQSbli3s.png,45.255
105442,1249014966,31.21,9.489,3.39e-22,34.359,1.0,23.091551,0,0,0.998,h3oNYpc9BS,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/XFaMzvRhJF/h3oNYpc9BS.png,45.255
105456,1250586465,49.962,40.276,1.5900000000000002e-21,3013.3,2.875,5966.37207,0,0,0.998,szSOfRW3Ef,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wYVJdX2DfT/szSOfRW3Ef.png,45.255
105462,1253697633,33.515,7.667,4.5100000000000005e-22,34.163,1.0,4.30193,0,0,0.998,GfETUFP62k,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/U2Tlpz4G2D/GfETUFP62k.png,45.255
105474,1251999243,22.001,9.052,1.72e-21,2198.445,3.25,4364.889648,0,0,0.998,hWIGrvVGKb,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/hWIGrvVGKb.png,45.255
105481,1240905975,19.056,13.199,6.5700000000000005e-21,2964.093,1.5,5896.186035,0,0,0.998,ui9JlSVapm,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZRBIv2Kj84/ui9JlSVapm.png,45.255
105483,1240346469,23.054,8.35,1.1500000000000002e-21,37.753,1.813,43.506512,0,0,0.998,pHNwN8pH6A,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/pHNwN8pH6A.png,11.314
105491,1250384300,39.915,8.009,2.46e-22,2379.619,1.645,4722.987793,0,0,0.998,brAa5WHn2z,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hDR2guSgc9/brAa5WHn2z.png,22.627
105521,1253847045,32.656,8.383,7.34e-22,2748.907,2.0,5435.244141,0,0,0.998,jPpTxPq1G1,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1J1Ditk65m/jPpTxPq1G1.png,45.255
105523,1251806958,27.821,8.994,5.05e-22,29.554,0.75,15.25056,0,0,0.998,Nfnhm4vqaz,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BWJ1ZWljy7/Nfnhm4vqaz.png,22.627
105524,1240915036,22.751,8.684,1.4500000000000002e-21,220.277,1.0,401.045044,0,0,0.998,Qy6hHYsDV6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZRBIv2Kj84/Qy6hHYsDV6.png,45.255
105539,1253223232,33.515,7.729,4.44e-22,34.163,0.75,4.30193,0,0,0.998,XNko403MRp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Bh842vCVZH/XNko403MRp.png,45.255
105544,1242595971,25.655,7.721,7.37e-22,3467.949,1.085,6889.185547,0,0,0.998,F627KPccE8,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Wi9NnlHcii/F627KPccE8.png,45.255
105545,1241404776,21.276,27.046,5.800000000000001e-21,2479.719,11.0,4927.4375,0,0,0.998,BfypkzGBzN,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1TYAFMQ6rZ/BfypkzGBzN.png,22.627
105570,1251787868,26.017,8.054,6.37e-22,3464.271,2.25,6896.541992,0,0,0.998,TqS6Lo1RYh,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/KYFScnDj3f/TqS6Lo1RYh.png,22.627
105572,1238468937,27.821,9.132,8.54e-22,28.467,1.0,17.42524,0,0,0.998,3bBWHLcXCq,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/3bBWHLcXCq.png,45.255
105573,1238468937,27.821,9.132,8.54e-22,28.467,1.0,17.42524,0,0,0.998,JLnSd62L3v,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/JLnSd62L3v.png,45.255
105595,1238401175,19.056,9.581,8.68e-21,1267.535,4.5,2503.070313,0,0,0.998,5QWuLvgNfj,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/5QWuLvgNfj.png,45.255
105603,1238744587,31.814,9.455,5.62e-22,30.6,1.0,13.15892,0,0,0.998,RIG3AKxHvr,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/HN4kTUoOgY/RIG3AKxHvr.png,22.627
105610,1247570509,21.089,136.235,4.87e-20,3881.874,4.5,7731.748047,0,0,0.998,192gNlBLfp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/XhEvwViEfC/192gNlBLfp.png,45.255
105615,1251052826,24.757,8.372,2.17e-21,2654.822,1.25,5262.931641,0,0,0.998,sEzmFc63Hu,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/WovTySTgIJ/sEzmFc63Hu.png,45.255
105634,1253612616,32.966,9.193,9.85e-22,33.185,1.25,6.25783,0,0,0.998,OC0aitv0jP,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/DJ6L08ggii/OC0aitv0jP.png,45.255
105647,1241386181,19.056,27.9,9.13e-21,3746.261,6.0,7460.522949,0,0,0.998,JliC7QFVGV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/rYJVbXSfiL/JliC7QFVGV.png,45.255
105684,1240367996,28.77,11.293,6.0700000000000005e-22,3682.123,1.297,7324.737305,0,0,0.998,M93uOs31Kt,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nw710haftC/M93uOs31Kt.png,45.255
105686,1243819980,27.064,9.13,9.09e-22,28.467,1.875,17.42524,0,0,0.998,YcINe9WTDl,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/XyyN5VG7YO/YcINe9WTDl.png,45.255
105704,1240909236,19.237,46.687,1.87e-20,2398.222,8.5,4764.443359,0,0,0.997,1jWRGNqQVV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZRBIv2Kj84/1jWRGNqQVV.png,45.255
105713,1253161885,28.77,8.868,5.43e-22,28.467,1.0,17.42524,0,0,0.997,ael9tsVfBV,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/j5nPzUym85/ael9tsVfBV.png,22.627
105714,1250040856,23.527,7.9,8.53e-22,31.188,2.125,30.375971,0,0,0.997,WTpJHi5yUw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Yw8Qhvi8Z5/WTpJHi5yUw.png,45.255
105736,1252017308,31.814,9.493,3.79e-22,3138.049,2.625,6236.588379,0,0,0.997,0FeLoh3QK6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/0FeLoh3QK6.png,22.627
105754,1240088071,23.527,10.216,1.6e-21,2491.282,1.875,4943.055664,0,0,0.997,O1aee7n4DX,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/4yRX1XXgX6/O1aee7n4DX.png,45.255
105757,1253163730,24.104,8.958,1.24e-21,1359.772,1.625,2687.543457,0,0,0.997,4cSh7sX1Mp,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/j5nPzUym85/4cSh7sX1Mp.png,22.627
105774,1251331480,36.38,12.417,5.48e-22,1457.718,1.507,2866.656494,0,0,0.997,aiyc4kFEXg,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/itaV3AlA1a/aiyc4kFEXg.png,22.627
105776,1240475577,28.77,10.696,6.37e-22,26.59,1.25,21.17977,0,0,0.997,dxFbRLtK69,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZILMlGKjA9/dxFbRLtK69.png,22.627
105783,1248390212,18.877,8.748,2.3000000000000004e-21,3615.396,3.25,7198.79248,0,0,0.997,CpUeV75Q48,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/xkon8ktAw6/CpUeV75Q48.png,45.255
105785,1240491385,30.117,7.708,3.9e-22,2676.901,0.764,5305.022461,0,0,0.997,r8ghohTwHw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/ZILMlGKjA9/r8ghohTwHw.png,45.255
105793,1252024725,26.904,12.354,7.87e-22,31.956,1.0,27.896009,0,0,0.997,xEx6j4Wauw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wKyuZ3jlzS/xEx6j4Wauw.png,22.627
105813,1241652489,31.814,9.715,5.28e-22,3985.119,1.5,7930.728027,0,0,0.997,lkBacoxWgw,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Snd0N820JO/lkBacoxWgw.png,45.255
105842,1245588504,29.751,8.66,4.11e-22,1267.535,1.5,2503.070313,0,0,0.997,fhYwPtGUUl,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/sL8xm3WhqU/fhYwPtGUUl.png,45.255
105857,1249757305,31.814,8.544,2.99e-22,321.385,1.0,593.989319,0,0,0.997,OoHCpzc0BZ,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/gdgFCEuQWh/OoHCpzc0BZ.png,45.255
105884,1252264409,25.159,10.079,2.07e-21,1034.589,1.25,2037.177734,0,0,0.997,8mhha7Gst6,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/hViAM2FRMM/8mhha7Gst6.png,22.627
105898,1253870676,26.904,14.956,1.1700000000000001e-21,32.829,1.5,26.149771,0,0,0.997,92o5ZgfiCK,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/92o5ZgfiCK.png,22.627
105928,1253432002,27.821,7.538,4.55e-22,27.565,0.625,5.37735,0,0,0.997,tB0ZF7sJl4,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/LrmIWYLmtZ/tB0ZF7sJl4.png,45.255
105939,1247468794,51.887,34.625,6.95e-22,3732.993,7.625,7417.205566,0,0,0.997,mAxFG9hQYa,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/9TE5EnwdOK/mAxFG9hQYa.png,45.255
105940,1248600224,33.037,10.659,3.16e-22,1028.149,1.533,2024.297974,0,0,0.997,kzLkwSQi57,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3qcg5ioZec/kzLkwSQi57.png,22.627
106054,1240401663,40.229,10.6,3.74e-22,36.338,1.125,40.676109,0,0,0.997,JqAi27mZfi,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/pknIKCXbHt/JqAi27mZfi.png,45.255
106066,1243167153,35.18,7.655,2.75e-22,3470.72,0.683,6883.643066,0,0,0.997,HYEopVB1WA,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/QykTUR74YE/HYEopVB1WA.png,45.255
106068,1240336606,19.056,34.282,1.13e-20,2819.014,6.75,5606.028809,0,0,0.997,Rh2T2DXwaO,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/cwm0gcv31A/Rh2T2DXwaO.png,45.255
106079,1238390622,26.017,8.904,1.07e-21,25.856,2.0,6.08625,0,0,0.997,WyEHYf4fBc,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/WyEHYf4fBc.png,22.627
106083,1253258343,27.821,7.515,4.35e-22,3178.492,0.75,6317.475586,0,0,0.997,UC89AAHqCG,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/t1IqirfKhY/UC89AAHqCG.png,45.255
106112,1240052439,28.77,10.448,6.73e-22,28.467,1.25,17.42524,0,0,0.997,9tTxCbtvD2,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/aDsL7haEFp/9tTxCbtvD2.png,22.627
106120,1253909339,29.155,7.748,4.01e-22,2762.299,1.625,5474.845703,0,0,0.997,4NkVoJax4c,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/BhndpTtdkJ/4NkVoJax4c.png,45.255
106149,1240356847,18.877,12.704,7.26e-21,3983.241,5.25,7934.48291,0,0,0.997,ub2f2RoTcr,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/nw710haftC/ub2f2RoTcr.png,45.255
106150,1238461945,29.751,10.849,9.42e-22,861.273,0.75,1685.323242,0,0,0.997,2nxdRQbhXM,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/51Huql6tYv/2nxdRQbhXM.png,22.627
106151,1238461945,29.751,10.849,9.42e-22,861.273,0.75,1685.323242,0,0,0.997,zXdBP6rbsy,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/OcrwHrGz8y/zXdBP6rbsy.png,22.627
106168,1238251158,21.95,8.884,1.4500000000000002e-21,30.952,1.75,29.904301,0,0,0.997,OZLQMa99GW,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/7T8tXEwwia/OZLQMa99GW.png,45.255
106183,1241384659,25.159,10.871,1.5100000000000002e-21,1644.648,1.875,3257.296143,0,0,0.997,YB1wQbKdd8,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/rYJVbXSfiL/YB1wQbKdd8.png,22.627
106186,1248601621,29.751,7.895,3.22e-22,3251.768,0.813,6463.071289,0,0,0.997,NWzNUfoIJ7,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/3qcg5ioZec/NWzNUfoIJ7.png,22.627
106190,1241402494,22.751,11.44,1.8400000000000002e-21,26.59,4.313,21.17977,0,0,0.997,sdDV0YdQO9,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/1TYAFMQ6rZ/sdDV0YdQO9.png,22.627
106193,1252001106,28.881,7.677,4.55e-22,3060.086,1.25,6084.154785,0,0,0.997,9VE6hnRrSE,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/L0T5DssaPT/9VE6hnRrSE.png,22.627
106214,1238583369,38.711,9.602,1.98e-22,46.495,1.125,20.36264,0,0,0.997,tABvYqZJIA,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/XOE6lyJfnI/tABvYqZJIA.png,45.255
106216,1238386120,22.751,53.859,9.18e-21,1541.819,12.75,3051.637695,0,0,0.997,LHBvRivJE1,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/LHBvRivJE1.png,45.255
106222,1253608942,28.881,8.41,3.62e-22,29.996,1.063,14.36702,0,0,0.997,nXlBV85fbg,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/DJ6L08ggii/nXlBV85fbg.png,45.255
106225,1253492063,27.24,11.678,8.66e-22,2634.428,1.5,5236.856445,0,0,0.997,mrJO36Zblg,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/2wucRvxNkN/mrJO36Zblg.png,22.627
106235,1239648743,37.476,8.014,5.31e-22,2029.314,0.656,4026.628418,0,0,0.997,1HbqTF9aRK,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/Amta38OKA8/1HbqTF9aRK.png,22.627
106244,1240973180,32.899,8.757,2.7600000000000002e-22,30.5,0.75,12.21892,0,0,0.997,Vviy0VsELf,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/wpiXLjwKuL/Vviy0VsELf.png,22.627
106260,1249747286,31.21,8.373,3.5700000000000003e-22,32.414,1.0,8.38976,0,0,0.997,vEwLXGYTXv,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/gdgFCEuQWh/vEwLXGYTXv.png,45.255
106266,1244207719,26.586,10.234,9.61e-22,33.065,1.5,26.62145,0,0,0.997,QosJ65GKNe,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/rKTs7EZyWJ/QosJ65GKNe.png,45.255
106291,1253863066,25.159,17.303,1.75e-21,3350.311,1.559,6668.622559,0,0,0.997,aqbWV8PRq3,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/${RUN}/Virgo/PsGa0AtEZN/aqbWV8PRq3.png,22.627
106297,1238390273,30.765,8.63,4.96e-22,3628.205,1.0,7210.784668,0,0,0.997,jY3sfJIvg5,V1,Scattered_Light,https://ldas-jobs.ligo.caltech.edu/~gravityspy/runs/O3/Virgo/vM3mqmKeui/jY3sfJIvg5.png,45.255
